
#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A2ABA7
#Date Time: 2018-10-02 15:47:50.923
#Start: 1 Hz
#Stop: 100 Hz
#Steps: 100
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16
#Channel: Channel 1
#Range: 5.51038 V
#Offset: -9.14537e-05 V
#Relative: no
#Channel: Channel 2
#Range: 5.48967 V
#Offset: 1.95803e-06 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
1,-0.12038420706842987,49.77241886749902,51.844530745883183
1.0476157527896646,-0.11679240311480237,49.78794916992377,50.413447038589752
1.0974987654930561,-0.14431497270601923,49.827178040601616,48.869593480946065
1.1497569953977356,-0.14373797289628087,49.838940078990348,47.56287850810935
1.2045035402587823,-0.11955560340022757,49.82480567487319,46.024937299882879
1.2618568830660204,-0.12881807554945693,49.844885160307641,44.575767421491719
1.3219411484660288,-0.14568394040471389,49.871765308216482,43.038891165036901
1.3848863713938733,-0.12882734468671883,49.859398547014791,41.555819997393883
1.4508287784959395,-0.13784726109302406,49.87708854087245,40.02769469647815
1.5199110829529339,-0.14019386394861993,49.884412393445203,38.453283168278674
1.5922827933410921,-0.15829991273085126,49.908717286602709,36.929314782987767
1.6681005372000592,-0.14778362957492347,49.899804940245033,35.252666267556833
1.7475284000076838,-0.11977592872299568,49.874749616618743,33.812713298127576
1.830738280295368,-0.13742419940234676,49.892761677944435,32.119113282997546
1.9179102616724886,-0.14631078163135142,49.902263108511924,30.424168643533633
2.0092330025650469,-0.1196771380725235,49.875451569925232,28.851355910462175
2.1049041445120209,-0.12660245710252535,49.880382511086708,27.383884750561073
2.2051307399030455,-0.13795250216953658,49.888994147602361,25.68713149903504
2.3101297000831607,-0.13690727320195964,49.884044951931472,24.102729126081684
2.420128264794382,-0.14509340476345112,49.888863192842969,22.421022021579915
2.5353644939701114,-0.12714801831526029,49.865946596778315,20.75606931245342
2.6560877829466865,-0.13088770238073225,49.861682160416841,19.266941446201148
2.7825594022071245,-0.1226249243607508,49.847149337519632,17.674630578644987
2.9150530628251756,-0.10544123786314968,49.82156158877104,16.010663244559225
3.0538555088334154,-0.086872140716316715,49.793002376219199,14.358342146964816
3.1992671377973849,-0.10100191178744515,49.795777164147673,12.814699355505013
3.3516026509388426,-0.1096442933020087,49.792412567965727,11.089832138296487
3.5111917342151306,-0.10961933807535304,49.775865210133425,9.4085595871944747
3.678379771828634,-0.073789411745102701,49.723643738589985,7.8997602051588558
3.853528593710529,-0.07166177606435456,49.701994807107283,6.0077107786823376
4.0370172585965536,-0.080935974447012574,49.689468704835384,4.313321739754997
4.2292428743894988,-0.083319087994310273,49.667929013097584,2.6342145619537476
4.4306214575838823,-0.08066654813248926,49.63680899992773,0.89812918346405013
4.6415888336127775,-0.078925585400733883,49.604287975535506,-0.89479461444324215
4.8626015800653528,-0.06720098417326742,49.558238302524771,-2.7883304949460523
5.0941380148163802,-0.059912979105897463,49.514828907571705,-4.6531361016779158
5.3366992312063104,-0.070575123652554916,49.483878413490757,-6.5465901869868652
5.5908101825122225,-0.025757221748811333,49.395500620453618,-8.4465212170885309
5.8570208180566672,-0.058931154030321828,49.380768530995951,-10.192373902481251
6.1359072734131725,-0.055591455494796466,49.325254309065862,-12.231946271454632
6.4280731172843195,-0.023660088653278115,49.235553418001402,-14.262383412913156
6.7341506577508214,-0.076011916344865621,49.227456837466292,-16.256000419785863
